algs,dataset,weighted,accuracy,precision,recall,fscore,cv_mean,cv_std,runtime
svm,student,False,0.55,0.09,0.17,0.12,66.23,2.00,0.03
svm,student,False,0.48,0.08,0.17,0.11,66.55,2.02,0.03
svm,student,False,0.58,0.10,0.17,0.12,65.93,2.07,0.03
svm,contraceptive,False,0.50,0.52,0.45,0.42,111.51,1.40,0.06
svm,contraceptive,False,0.47,0.47,0.46,0.45,111.37,1.43,0.06
svm,contraceptive,False,0.47,0.42,0.41,0.39,111.41,0.92,0.06
svm,autism,False,0.97,0.98,0.95,0.96,85.59,0.22,0.02
svm,autism,False,0.97,0.98,0.95,0.97,85.59,0.22,0.02
svm,autism,False,0.98,0.98,0.97,0.97,85.59,0.22,0.02
svm,bankruptcy,False,0.98,0.97,0.98,0.98,25.44,0.36,0.01
svm,bankruptcy,False,0.90,0.90,0.92,0.90,25.41,0.42,0.01
svm,bankruptcy,False,0.88,0.90,0.88,0.88,25.44,0.37,0.01
svm,breast_cancer,False,0.95,0.94,0.95,0.94,76.57,0.85,0.01
svm,breast_cancer,False,0.97,0.97,0.96,0.97,76.63,0.93,0.01
svm,breast_cancer,False,0.97,0.97,0.97,0.97,76.63,1.02,0.01
svm,horse,False,0.90,0.91,0.88,0.89,33.25,0.96,0.01
svm,horse,False,0.85,0.85,0.82,0.83,33.19,0.81,0.01
svm,horse,False,0.77,0.75,0.76,0.76,32.91,0.66,0.01
svm,hr,False,0.85,0.92,0.67,0.72,340.81,16.53,0.09
svm,hr,False,0.84,0.90,0.64,0.67,335.29,5.84,0.09
svm,hr,False,0.83,0.91,0.65,0.68,334.85,4.56,0.08
svm,english,False,0.39,0.40,0.43,0.39,10.01,0.26,0.01
svm,english,False,0.55,0.53,0.56,0.51,10.03,0.22,0.01
svm,english,False,0.45,0.48,0.53,0.45,10.03,0.22,0.01
svm,phishing,False,0.87,0.58,0.62,0.59,124.37,1.94,0.03
svm,phishing,False,0.84,0.56,0.60,0.58,124.60,1.30,0.03
svm,phishing,False,0.85,0.56,0.61,0.59,124.11,1.12,0.03
svm,wine,False,0.53,0.15,0.19,0.16,392.95,5.74,0.61
svm,wine,False,0.51,0.15,0.19,0.16,395.02,6.27,0.62
svm,wine,False,0.52,0.19,0.22,0.19,395.02,6.75,0.62
svm,congress,False,0.82,0.79,0.64,0.66,24.14,1.13,0.02
svm,congress,False,0.66,0.82,0.58,0.53,23.95,1.25,0.02
svm,congress,False,0.80,0.87,0.75,0.76,24.47,0.86,0.02
knn,student,False,0.55,0.28,0.22,0.22,66.62,1.45,0.04
knn,student,False,0.58,0.27,0.22,0.23,66.42,1.53,0.04
knn,student,False,0.50,0.41,0.23,0.25,66.35,1.21,0.04
knn,contraceptive,False,0.50,0.47,0.46,0.46,111.15,1.15,0.08
knn,contraceptive,False,0.49,0.49,0.49,0.48,111.30,1.36,0.08
knn,contraceptive,False,0.52,0.50,0.50,0.50,111.23,1.60,0.08
knn,autism,False,0.96,0.95,0.97,0.96,85.78,0.24,0.04
knn,autism,False,0.97,0.95,0.97,0.96,86.05,0.45,0.04
knn,autism,False,0.96,0.94,0.95,0.95,85.87,0.20,0.04
knn,bankruptcy,False,1.00,1.00,1.00,1.00,25.47,0.33,0.02
knn,bankruptcy,False,0.98,0.97,0.98,0.98,25.38,0.47,0.02
knn,bankruptcy,False,1.00,1.00,1.00,1.00,25.44,0.37,0.02
knn,breast_cancer,False,0.99,0.98,0.99,0.98,76.75,1.12,0.04
knn,breast_cancer,False,0.99,0.98,0.99,0.98,76.69,1.11,0.05
knn,breast_cancer,False,0.96,0.95,0.96,0.95,76.63,0.93,0.04
knn,horse,False,0.92,0.91,0.90,0.91,33.13,0.73,0.02
knn,horse,False,0.93,0.95,0.92,0.93,33.19,0.81,0.02
knn,horse,False,0.90,0.88,0.88,0.88,33.13,0.85,0.02
knn,hr,False,0.93,0.90,0.89,0.90,333.75,1.75,0.14
knn,hr,False,0.95,0.93,0.92,0.92,341.13,16.40,0.17
knn,hr,False,0.96,0.94,0.93,0.94,336.95,8.26,0.15
knn,english,False,0.58,0.58,0.57,0.57,10.03,0.22,0.01
knn,english,False,0.52,0.52,0.53,0.50,10.01,0.24,0.01
knn,english,False,0.48,0.50,0.47,0.46,10.00,0.27,0.01
knn,phishing,False,0.85,0.81,0.72,0.74,124.18,1.80,0.08
knn,phishing,False,0.85,0.80,0.76,0.78,124.31,1.81,0.09
knn,phishing,False,0.89,0.86,0.80,0.82,124.00,1.69,0.07
knn,wine,False,0.55,0.45,0.35,0.37,395.67,6.79,0.35
knn,wine,False,0.56,0.36,0.28,0.29,393.77,7.86,0.37
knn,wine,False,0.56,0.36,0.30,0.31,393.46,6.64,0.31
knn,congress,False,0.64,0.60,0.64,0.60,24.36,1.17,0.03
knn,congress,False,0.52,0.46,0.46,0.46,24.31,0.95,0.03
knn,congress,False,0.61,0.64,0.60,0.58,24.12,1.01,0.03
mnb,student,False,0.52,0.13,0.17,0.13,65.60,1.70,0.01
mnb,student,False,0.60,0.18,0.18,0.16,66.16,1.65,0.01
mnb,student,False,0.62,0.17,0.19,0.16,65.35,2.13,0.01
mnb,contraceptive,False,0.45,0.27,0.35,0.27,111.63,1.09,0.02
mnb,contraceptive,False,0.41,0.14,0.33,0.19,111.35,1.51,0.02
mnb,contraceptive,False,0.50,0.34,0.38,0.31,111.38,1.29,0.02
mnb,autism,False,0.91,0.90,0.86,0.88,85.68,0.38,0.01
mnb,autism,False,0.88,0.86,0.83,0.85,85.68,0.25,0.01
mnb,autism,False,0.93,0.93,0.88,0.90,85.59,0.36,0.01
mnb,bankruptcy,False,0.58,0.29,0.50,0.37,25.47,0.33,0.01
mnb,bankruptcy,False,0.54,0.27,0.50,0.35,25.41,0.50,0.01
mnb,bankruptcy,False,0.58,0.29,0.50,0.37,25.47,0.33,0.01
mnb,breast_cancer,False,0.91,0.94,0.86,0.88,76.75,1.12,0.01
mnb,breast_cancer,False,0.87,0.92,0.82,0.84,76.57,0.85,0.01
mnb,breast_cancer,False,0.84,0.89,0.79,0.81,76.57,0.85,0.01
mnb,horse,False,0.90,0.91,0.84,0.87,33.24,0.74,0.01
mnb,horse,False,0.87,0.91,0.81,0.84,33.13,0.70,0.01
mnb,horse,False,0.88,0.88,0.88,0.88,33.19,0.79,0.01
mnb,hr,False,0.79,0.39,0.50,0.44,334.52,3.52,0.02
mnb,hr,False,0.78,0.39,0.50,0.44,335.40,4.72,0.03
mnb,hr,False,0.77,0.39,0.50,0.44,334.63,4.39,0.03
mnb,english,False,0.61,0.65,0.63,0.61,10.01,0.25,0.01
mnb,english,False,0.39,0.55,0.43,0.38,10.01,0.25,0.01
mnb,english,False,0.35,0.45,0.37,0.36,10.01,0.24,0.01
mnb,phishing,False,0.72,0.51,0.50,0.49,124.62,1.47,0.01
mnb,phishing,False,0.77,0.55,0.52,0.51,124.07,1.64,0.01
mnb,phishing,False,0.75,0.52,0.51,0.50,124.07,1.64,0.01
mnb,wine,False,0.45,0.06,0.14,0.09,393.63,6.49,0.04
mnb,wine,False,0.44,0.06,0.14,0.09,393.98,7.78,0.06
mnb,wine,False,0.46,0.07,0.14,0.09,394.11,6.62,0.05
mnb,congress,False,0.93,0.93,0.94,0.93,24.72,0.46,0.02
mnb,congress,False,0.91,0.91,0.91,0.91,23.23,0.64,0.02
mnb,congress,False,0.89,0.86,0.90,0.88,23.70,1.25,0.02
rf,student,False,0.95,0.75,0.73,0.72,66.15,2.34,0.08
rf,student,False,0.92,0.91,0.76,0.79,66.31,1.26,0.08
rf,student,False,0.92,0.87,0.79,0.82,66.32,1.85,0.08
rf,contraceptive,False,0.51,0.48,0.49,0.48,111.16,1.48,0.16
rf,contraceptive,False,0.53,0.50,0.49,0.49,111.38,1.39,0.16
rf,contraceptive,False,0.53,0.50,0.50,0.50,111.92,1.25,0.16
rf,autism,False,1.00,1.00,1.00,1.00,85.68,0.25,0.10
rf,autism,False,0.99,1.00,0.99,0.99,85.68,0.38,0.09
rf,autism,False,1.00,1.00,1.00,1.00,85.59,0.49,0.09
rf,bankruptcy,False,1.00,1.00,1.00,1.00,25.47,0.33,0.04
rf,bankruptcy,False,1.00,1.00,1.00,1.00,25.38,0.47,0.03
rf,bankruptcy,False,0.98,0.99,0.97,0.98,25.47,0.33,0.03
rf,breast_cancer,False,0.94,0.92,0.94,0.93,76.51,0.90,0.08
rf,breast_cancer,False,0.95,0.95,0.94,0.94,76.63,0.93,0.08
rf,breast_cancer,False,0.99,0.98,0.98,0.98,76.63,0.93,0.08
rf,horse,False,0.87,0.86,0.84,0.85,33.08,0.84,0.04
rf,horse,False,0.78,0.78,0.76,0.76,33.29,0.71,0.04
rf,horse,False,0.87,0.85,0.79,0.81,33.29,0.71,0.04
rf,hr,False,1.00,1.00,1.00,1.00,335.07,4.36,0.26
rf,hr,False,0.99,0.99,0.98,0.99,335.51,5.26,0.25
rf,hr,False,0.99,0.99,0.97,0.98,334.96,4.12,0.25
rf,english,False,0.48,0.50,0.48,0.48,9.99,0.28,0.03
rf,english,False,0.61,0.52,0.56,0.53,10.01,0.26,0.03
rf,english,False,0.68,0.66,0.66,0.66,10.01,0.23,0.03
rf,phishing,False,0.91,0.92,0.90,0.91,124.64,1.83,0.14
rf,phishing,False,0.89,0.87,0.87,0.87,124.87,1.55,0.14
rf,phishing,False,0.89,0.89,0.86,0.87,124.35,1.78,0.14
rf,wine,False,0.65,0.50,0.39,0.42,394.75,7.08,0.53
rf,wine,False,0.65,0.51,0.40,0.44,395.26,6.92,0.61
rf,wine,False,0.65,0.56,0.43,0.47,393.19,7.60,0.52
rf,congress,False,0.93,0.93,0.93,0.93,23.66,1.05,0.04
rf,congress,False,0.95,0.95,0.95,0.95,24.17,0.65,0.04
rf,congress,False,0.98,0.97,0.98,0.98,23.73,1.04,0.04
mlp,student,False,0.67,0.36,0.34,0.35,66.39,1.51,0.38
mlp,student,False,0.61,0.48,0.38,0.41,66.29,1.95,0.37
mlp,student,False,0.64,0.43,0.37,0.38,66.55,1.96,0.37
mlp,contraceptive,False,0.53,0.50,0.49,0.49,111.75,1.53,0.30
mlp,contraceptive,False,0.52,0.49,0.49,0.49,111.50,1.28,0.43
mlp,contraceptive,False,0.55,0.52,0.51,0.51,111.26,1.35,0.53
mlp,autism,False,0.99,0.98,0.98,0.98,85.68,0.38,0.35
mlp,autism,False,0.97,0.96,0.97,0.97,85.59,0.36,0.35
mlp,autism,False,0.97,0.97,0.96,0.97,85.50,0.03,0.35
mlp,bankruptcy,False,0.84,0.86,0.83,0.84,25.44,0.44,0.12
mlp,bankruptcy,False,0.94,0.93,0.94,0.94,25.44,0.36,0.12
mlp,bankruptcy,False,0.80,0.79,0.82,0.79,25.44,0.37,0.12
mlp,breast_cancer,False,0.96,0.97,0.96,0.96,76.75,1.05,0.36
mlp,breast_cancer,False,0.97,0.97,0.97,0.97,76.63,1.01,0.31
mlp,breast_cancer,False,0.97,0.96,0.98,0.97,76.69,1.03,0.28
mlp,horse,False,0.87,0.87,0.85,0.86,33.18,0.88,0.12
mlp,horse,False,0.75,0.73,0.70,0.71,33.24,0.88,0.17
mlp,horse,False,0.85,0.82,0.85,0.83,33.29,0.71,0.15
mlp,hr,False,0.98,0.98,0.97,0.98,334.52,3.84,1.02
mlp,hr,False,0.97,0.97,0.94,0.95,341.13,16.34,1.02
mlp,hr,False,0.96,0.96,0.93,0.94,336.62,7.93,1.00
mlp,english,False,0.68,0.68,0.69,0.68,10.00,0.29,0.10
mlp,english,False,0.45,0.50,0.45,0.44,10.00,0.27,0.09
mlp,english,False,0.58,0.58,0.59,0.58,10.01,0.25,0.09
mlp,phishing,False,0.83,0.75,0.71,0.72,124.25,1.65,0.63
mlp,phishing,False,0.86,0.83,0.75,0.78,123.82,1.87,0.63
mlp,phishing,False,0.85,0.70,0.66,0.67,124.60,1.62,0.63
